Location,Temp,Date,Bins
Ballina,20.1,2017-02-13,8
Byron,27.22,2017-02-13,9
Mollymook,22.5,2017-02-13,9
Batemans,22.3,2017-02-13,9
Byron,27.12,2017-02-13,10
Hawks,22.6,2017-02-13,10
Port,23.7,2017-02-13,10
Kingscliff,24.8,2017-02-13,10
Byron,27.02,2017-02-13,11
Coffs,22.45,2017-02-13,11
Evans,24.4,2017-02-13,11
Yamba,22.56,2017-02-13,11
Redhead,23.2,2017-02-13,11
Byron,26.96,2017-02-13,12
Bondi,23.2,2017-02-13,12
Kiama,22.1,2017-02-13,12
Sussex,22.9,2017-02-13,12
Merimbula,21.4,2017-02-13,12
Ballina,21.7,2017-02-13,12
Byron,26.9,2017-02-13,13
Mollymook,22.8,2017-02-13,13
Batemans,22.6,2017-02-13,13
Byron,26.81,2017-02-13,14
Coffs,22.44,2017-02-13,14
Hawks,22.8,2017-02-13,14
Kingscliff,25.1,2017-02-13,14
Byron,26.74,2017-02-13,15
Redhead,23.6,2017-02-13,15
Byron,26.68,2017-02-13,16
Sussex,23.4,2017-02-13,16
Merimbula,22.3,2017-02-13,16
Ballina,22.3,2017-02-13,16
Byron,26.64,2017-02-13,17
Coffs,22.41,2017-02-13,17
Evans,21.62,2017-02-13,17
Yamba,22.61,2017-02-13,17
Mollymook,23.1,2017-02-13,17
Batemans,22.6,2017-02-13,17
Byron,24.84,2017-02-13,18
Hawks,22.6,2017-02-13,18
Kingscliff,23.9,2017-02-13,18
Byron,24.32,2017-02-13,19
Redhead,23.2,2017-02-13,19
Byron,23.63,2017-02-13,20
Coffs,23.4,2017-02-13,20
Sussex,23.1,2017-02-13,20
Merimbula,21.8,2017-02-13,20
Ballina,22.3,2017-02-13,20
Byron,24.06,2017-02-13,21
Mollymook,23.1,2017-02-13,21
Batemans,22.6,2017-02-13,21
Byron,23.99,2017-02-13,22
Hawks,22.6,2017-02-13,22
Kingscliff,24.7,2017-02-13,22
Byron,24.08,2017-02-13,23
Coffs,23.35,2017-02-13,23
Evans,22.07,2017-02-13,23
Yamba,22.73,2017-02-13,23
Redhead,23.2,2017-02-13,23
Byron,23.51,2017-02-14,0
Sussex,22.8,2017-02-14,0
Merimbula,21.7,2017-02-14,0
Ballina,22.5,2017-02-14,0
Byron,23.55,2017-02-14,1
Batemans,22.6,2017-02-14,1
Byron,23.66,2017-02-14,2
Coffs,23.41,2017-02-14,2
Hawks,22.6,2017-02-14,2
Kingscliff,24.8,2017-02-14,2
Byron,24.2,2017-02-14,3
Redhead,23.2,2017-02-14,3
Forster,22.1,2017-02-14,3
Byron,24.81,2017-02-14,4
Kiama,22.1,2017-02-14,4
Sussex,22.8,2017-02-14,4
Ballina,22.8,2017-02-14,4
Byron,25.02,2017-02-14,5
Coffs,23.61,2017-02-14,5
Evans,22.52,2017-02-14,5
Yamba,23.45,2017-02-14,5
Mollymook,22.9,2017-02-14,5
Batemans,22.5,2017-02-14,5
Byron,25.09,2017-02-14,6
Hawks,22.5,2017-02-14,6
Kingscliff,25.6,2017-02-14,6
Byron,25.1,2017-02-14,7
Redhead,23.1,2017-02-14,7
Byron,25.12,2017-02-14,8
Coffs,23.86,2017-02-14,8
Sussex,22.9,2017-02-14,8
Merimbula,21.4,2017-02-14,8
Ballina,22.8,2017-02-14,8
Byron,25.15,2017-02-14,9
Mollymook,22.8,2017-02-14,9
Batemans,22.3,2017-02-14,9
Byron,25.17,2017-02-14,10
Kingscliff,25.4,2017-02-14,10
Byron,25.17,2017-02-14,11
Coffs,24.27,2017-02-14,11
Evans,23.51,2017-02-14,11
Yamba,23.67,2017-02-14,11
Redhead,22.9,2017-02-14,11
Byron,25.17,2017-02-14,12
Kiama,22.1,2017-02-14,12
Sussex,22.8,2017-02-14,12
Merimbula,21.4,2017-02-14,12
Ballina,23.2,2017-02-14,12
Byron,25.17,2017-02-14,13
Byron,25.15,2017-02-14,14
Coffs,24.02,2017-02-14,14
Hawks,22.9,2017-02-14,14
Kingscliff,26.4,2017-02-14,14
Byron,25.14,2017-02-14,15
Redhead,23.4,2017-02-14,15
Byron,25.13,2017-02-14,16
Sussex,22.9,2017-02-14,16
Merimbula,21.7,2017-02-14,16
Ballina,23.7,2017-02-14,16
Byron,25.13,2017-02-14,17
Coffs,23.88,2017-02-14,17
Evans,23.55,2017-02-14,17
Yamba,23.65,2017-02-14,17
Mollymook,22.6,2017-02-14,17
Batemans,22.3,2017-02-14,17
Byron,25.2,2017-02-14,18
Hawks,22.9,2017-02-14,18
Kingscliff,26.4,2017-02-14,18
Byron,25.08,2017-02-14,19
Redhead,23.4,2017-02-14,19
Byron,25.31,2017-02-14,20
Coffs,24.33,2017-02-14,20
Sussex,22.8,2017-02-14,20
Merimbula,21.7,2017-02-14,20
Byron,26.26,2017-02-14,21
Mollymook,22.5,2017-02-14,21
Batemans,22.1,2017-02-14,21
Byron,25.51,2017-02-14,22
Hawks,22.6,2017-02-14,22
Kingscliff,26.4,2017-02-14,22
Byron,24.09,2017-02-14,23
Coffs,24.41,2017-02-14,23
Evans,24.05,2017-02-14,23
Yamba,23.9,2017-02-14,23
Redhead,23.2,2017-02-14,23
Byron,23.38,2017-02-15,0
Bondi,22.9,2017-02-15,0
Sussex,22.6,2017-02-15,0
Merimbula,21.4,2017-02-15,0
Ballina,23.4,2017-02-15,0
Byron,23.62,2017-02-15,1
Mollymook,22.5,2017-02-15,1
Batemans,22.1,2017-02-15,1
Byron,24.41,2017-02-15,2
Coffs,24.46,2017-02-15,2
Hawks,22.6,2017-02-15,2
Kingscliff,26.4,2017-02-15,2
Byron,25.07,2017-02-15,3
Redhead,23.1,2017-02-15,3
Byron,25.41,2017-02-15,4
Kiama,22.6,2017-02-15,4
Sussex,22.5,2017-02-15,4
Ballina,23.2,2017-02-15,4
Byron,25.45,2017-02-15,5
Coffs,24.41,2017-02-15,5
Evans,24.6,2017-02-15,5
Yamba,24.42,2017-02-15,5
Mollymook,22.3,2017-02-15,5
Batemans,21.8,2017-02-15,5
Byron,25.37,2017-02-15,6
Hawks,22.5,2017-02-15,6
Port,20.6,2017-02-15,6
Kingscliff,26.5,2017-02-15,6
Byron,25.29,2017-02-15,7
Redhead,23.1,2017-02-15,7
Byron,25.22,2017-02-15,8
Coffs,24.4,2017-02-15,8
Bondi,22.6,2017-02-15,8
Kiama,22.9,2017-02-15,8
Sussex,22.5,2017-02-15,8
Ballina,23.6,2017-02-15,8
Byron,25.17,2017-02-15,9
Batemans,22,2017-02-15,9
Byron,25.13,2017-02-15,10
Hawks,22.1,2017-02-15,10
Kingscliff,26.4,2017-02-15,10
Byron,25.09,2017-02-15,11
Coffs,24.38,2017-02-15,11
Evans,24.53,2017-02-15,11
Yamba,24.33,2017-02-15,11
Redhead,23.1,2017-02-15,11
Byron,25.05,2017-02-15,12
Bondi,22.9,2017-02-15,12
Sussex,22.6,2017-02-15,12
Merimbula,21.4,2017-02-15,12
Ballina,23.6,2017-02-15,12
Byron,25.01,2017-02-15,13
Mollymook,22.6,2017-02-15,13
Batemans,22.1,2017-02-15,13
Byron,24.97,2017-02-15,14
Coffs,24.48,2017-02-15,14
Hawks,22.6,2017-02-15,14
Port,20.9,2017-02-15,14
Kingscliff,26.7,2017-02-15,14
Byron,24.93,2017-02-15,15
Crescent,24.8,2017-02-15,15
Redhead,23.6,2017-02-15,15
Byron,24.91,2017-02-15,16
Bondi,23.2,2017-02-15,16
Kiama,24.7,2017-02-15,16
Sussex,22.6,2017-02-15,16
Merimbula,21.5,2017-02-15,16
Byron,24.87,2017-02-15,17
Coffs,24.21,2017-02-15,17
Evans,24.44,2017-02-15,17
Yamba,24.18,2017-02-15,17
Mollymook,22.8,2017-02-15,17
Batemans,22.3,2017-02-15,17
Byron,24,2017-02-15,18
Kingscliff,26.9,2017-02-15,18
Byron,23.76,2017-02-15,19
Redhead,23.4,2017-02-15,19
Crescent,25,2017-02-15,19
Byron,23.92,2017-02-15,20
Coffs,24.32,2017-02-15,20
Bondi,22.9,2017-02-15,20
Kiama,24.3,2017-02-15,20
Sussex,22.5,2017-02-15,20
Merimbula,21,2017-02-15,20
Byron,23.63,2017-02-15,21
Mollymook,22.8,2017-02-15,21
Batemans,22.3,2017-02-15,21
Byron,23.95,2017-02-15,22
Hawks,23.2,2017-02-15,22
Kingscliff,26.7,2017-02-15,22
Byron,23.76,2017-02-15,23
Coffs,24.47,2017-02-15,23
Evans,24.44,2017-02-15,23
Yamba,23.53,2017-02-15,23
Crescent,24.7,2017-02-15,23
Redhead,23.1,2017-02-15,23
Byron,23.55,2017-02-16,0
Bondi,22.8,2017-02-16,0
Kiama,23.9,2017-02-16,0
Sussex,22.5,2017-02-16,0
Merimbula,20.7,2017-02-16,0
Byron,24.15,2017-02-16,1
Batemans,22.3,2017-02-16,1
Byron,23.51,2017-02-16,2
Coffs,24.58,2017-02-16,2
Hawks,23.1,2017-02-16,2
Port,22.8,2017-02-16,2
Kingscliff,26.5,2017-02-16,2
Byron,24.12,2017-02-16,3
Redhead,22.5,2017-02-16,3
Byron,24.57,2017-02-16,4
Bondi,22.8,2017-02-16,4
Sussex,22.3,2017-02-16,4
Merimbula,20.7,2017-02-16,4
Ballina,23.7,2017-02-16,4
Byron,24.71,2017-02-16,5
Coffs,24.79,2017-02-16,5
Evans,24.8,2017-02-16,5
Yamba,24.56,2017-02-16,5
Batemans,22,2017-02-16,5
Byron,24.71,2017-02-16,6
Hawks,22.6,2017-02-16,6
Kingscliff,26.2,2017-02-16,6
Byron,24.64,2017-02-16,7
Crescent,24.3,2017-02-16,7
Redhead,22.5,2017-02-16,7
Byron,24.58,2017-02-16,8
Coffs,25.07,2017-02-16,8
Bondi,22.5,2017-02-16,8
Kiama,22.9,2017-02-16,8
Sussex,22.3,2017-02-16,8
Merimbula,21,2017-02-16,8
Ballina,23.7,2017-02-16,8
Byron,24.52,2017-02-16,9
Mollymook,22.3,2017-02-16,9
Batemans,22,2017-02-16,9
Byron,24.49,2017-02-16,10
Hawks,22.6,2017-02-16,10
Port,20.9,2017-02-16,10
Kingscliff,26.5,2017-02-16,10
Byron,24.47,2017-02-16,11
Coffs,24.94,2017-02-16,11
Evans,24.47,2017-02-16,11
Yamba,24.32,2017-02-16,11
Crescent,24.5,2017-02-16,11
Redhead,22.5,2017-02-16,11
Byron,24.46,2017-02-16,12
Kiama,22.9,2017-02-16,12
Sussex,22.3,2017-02-16,12
Merimbula,21.2,2017-02-16,12
Ballina,24,2017-02-16,12
Byron,24.39,2017-02-16,13
Mollymook,22.6,2017-02-16,13
Batemans,22.3,2017-02-16,13
Byron,24.35,2017-02-16,14
Coffs,24.92,2017-02-16,14
Hawks,23.1,2017-02-16,14
Kingscliff,27,2017-02-16,14
Byron,24.32,2017-02-16,15
Crescent,24.8,2017-02-16,15
Redhead,23.2,2017-02-16,15
Byron,24.22,2017-02-16,16
Bondi,22.6,2017-02-16,16
Kiama,23.4,2017-02-16,16
Sussex,22.6,2017-02-16,16
Merimbula,22,2017-02-16,16
Ballina,24.8,2017-02-16,16
Byron,24.26,2017-02-16,17
Coffs,24.77,2017-02-16,17
Evans,24.28,2017-02-16,17
Yamba,24.04,2017-02-16,17
Mollymook,23.9,2017-02-16,17
Batemans,22.9,2017-02-16,17
Byron,25.25,2017-02-16,18
Hawks,23.2,2017-02-16,18
Kingscliff,27,2017-02-16,18
Byron,25.5,2017-02-16,19
Crescent,24.2,2017-02-16,19
Redhead,22.3,2017-02-16,19
Byron,25.77,2017-02-16,20
Coffs,24.22,2017-02-16,20
Bondi,21.8,2017-02-16,20
Kiama,22.6,2017-02-16,20
Sussex,22.5,2017-02-16,20
Merimbula,21.7,2017-02-16,20
Ballina,24.7,2017-02-16,20
Byron,25.48,2017-02-16,21
Mollymook,23.2,2017-02-16,21
Batemans,22.8,2017-02-16,21
Byron,24.92,2017-02-16,22
Hawks,23.2,2017-02-16,22
Kingscliff,27,2017-02-16,22
Coffs,24.39,2017-02-16,23
Evans,24.61,2017-02-16,23
Yamba,24.08,2017-02-16,23
Crescent,22.9,2017-02-16,23
Redhead,19.8,2017-02-16,23
Kiama,22.1,2017-02-17,0
Sussex,22.5,2017-02-17,0
Merimbula,21.7,2017-02-17,0
Ballina,24.5,2017-02-17,0
Mollymook,22.9,2017-02-17,1
Batemans,22.3,2017-02-17,1
Coffs,24.54,2017-02-17,2
Hawks,22.6,2017-02-17,2
Kingscliff,26.7,2017-02-17,2
Crescent,21.4,2017-02-17,3
Redhead,20.4,2017-02-17,3
Bondi,20.4,2017-02-17,4
Kiama,21.7,2017-02-17,4
Sussex,22.3,2017-02-17,4
Merimbula,21.7,2017-02-17,4
Ballina,24.2,2017-02-17,4
Coffs,24.69,2017-02-17,5
Evans,25.6,2017-02-17,5
Yamba,25.15,2017-02-17,5
Mollymook,22.9,2017-02-17,5
Batemans,22.1,2017-02-17,5
Hawks,21.8,2017-02-17,6
Kingscliff,26.5,2017-02-17,6
Crescent,20.4,2017-02-17,7
Redhead,21.2,2017-02-17,7
Coffs,24.48,2017-02-17,8
Bondi,19.9,2017-02-17,8
Kiama,21.5,2017-02-17,8
Sussex,22.3,2017-02-17,8
Merimbula,21.5,2017-02-17,8
Ballina,24,2017-02-17,8
Byron,25.2817,2017-02-17,8
Mollymook,22.3,2017-02-17,9
Batemans,22.1,2017-02-17,9
Hawks,21.8,2017-02-17,10
Kingscliff,25,2017-02-17,10
Coffs,24.14,2017-02-17,11
Yamba,24.97,2017-02-17,11
Crescent,19.2,2017-02-17,11
Redhead,19.3,2017-02-17,11
Bondi,20.4,2017-02-17,12
Kiama,21.2,2017-02-17,12
Sussex,22.5,2017-02-17,12
Merimbula,21.4,2017-02-17,12
Ballina,24.2,2017-02-17,12
Byron,25.7524,2017-02-17,12
Mollymook,22.6,2017-02-17,13
Batemans,22.5,2017-02-17,13
Coffs,24.09,2017-02-17,14
Evans,24.9679,2017-02-17,14
Kingscliff,26.4,2017-02-17,14
Crescent,19,2017-02-17,15
Redhead,18.5,2017-02-17,15
Sussex,22.6,2017-02-17,16
Merimbula,21.7,2017-02-17,16
Ballina,23.9,2017-02-17,16
Byron,25.7524,2017-02-17,16
Coffs,23.02,2017-02-17,17
Yamba,24.68,2017-02-17,17
Mollymook,23.2,2017-02-17,17
Batemans,22.8,2017-02-17,17
Evans,24.9679,2017-02-17,18
Hawks,22.1,2017-02-17,18
Port,18.4,2017-02-17,18
Kingscliff,26.2,2017-02-17,18
Crescent,18.8,2017-02-17,19
Redhead,19.5,2017-02-17,19
Coffs,23.27,2017-02-17,20
Bondi,19.8,2017-02-17,20
Kiama,21,2017-02-17,20
Sussex,22.3,2017-02-17,20
Merimbula,21.8,2017-02-17,20
Ballina,24.2,2017-02-17,20
Byron,25.5955,2017-02-17,20
Mollymook,22.9,2017-02-17,21
Evans,24.1834,2017-02-17,22
Hawks,22.3,2017-02-17,22
Kingscliff,26.1,2017-02-17,22
Coffs,23.73,2017-02-17,23
Yamba,23.3,2017-02-17,23
Crescent,18.1,2017-02-17,23
Redhead,18.4,2017-02-17,23
Bondi,19.5,2017-02-18,0
Kiama,20.7,2017-02-18,0
Sussex,22.1,2017-02-18,0
Merimbula,22,2017-02-18,0
Ballina,23.6,2017-02-18,0
Byron,24.9679,2017-02-18,0
Mollymook,22.6,2017-02-18,1
Batemans,22.6,2017-02-18,1
Coffs,23.65,2017-02-18,2
Evans,24.1834,2017-02-18,2
Hawks,21.7,2017-02-18,2
Kingscliff,25.6,2017-02-18,2
Crescent,17,2017-02-18,3
Redhead,18.4,2017-02-18,3
Bondi,19.5,2017-02-18,4
Kiama,19.9,2017-02-18,4
Sussex,22.1,2017-02-18,4
Merimbula,21.7,2017-02-18,4
Ballina,22,2017-02-18,4
Byron,24.4972,2017-02-18,4
Coffs,23.21,2017-02-18,5
Yamba,24.5,2017-02-18,5
Mollymook,22.6,2017-02-18,5
Batemans,22.3,2017-02-18,5
Evans,24.1834,2017-02-18,6
Hawks,22,2017-02-18,6
Kingscliff,24.5,2017-02-18,6
Crescent,18.4,2017-02-18,7
Redhead,18.2,2017-02-18,7
Coffs,22.41,2017-02-18,8
Bondi,19.6,2017-02-18,8
Kiama,20.4,2017-02-18,8
Sussex,22.5,2017-02-18,8
Merimbula,21.7,2017-02-18,8
Ballina,21.8,2017-02-18,8
Byron,24.4972,2017-02-18,8
Mollymook,22.5,2017-02-18,9
Batemans,22.3,2017-02-18,9
Evans,23.8696,2017-02-18,10
Hawks,21.7,2017-02-18,10
Kingscliff,25.1,2017-02-18,10
Coffs,22.41,2017-02-18,11
Yamba,24.74,2017-02-18,11
Crescent,18.1,2017-02-18,11
Redhead,18.7,2017-02-18,11
Forster,22,2017-02-18,11
Kiama,21.2,2017-02-18,12
Sussex,22.5,2017-02-18,12
Merimbula,21.5,2017-02-18,12
Ballina,22.8,2017-02-18,12
Byron,24.9679,2017-02-18,12
Batemans,22.3,2017-02-18,13
Coffs,21.47,2017-02-18,14
Evans,24.0265,2017-02-18,14
Hawks,22.3,2017-02-18,14
Kingscliff,25.1,2017-02-18,14
Crescent,18.1,2017-02-18,15
Redhead,20.9,2017-02-18,15
Bondi,20.9,2017-02-18,16
Kiama,21.2,2017-02-18,16
Sussex,22.5,2017-02-18,16
Merimbula,21.5,2017-02-18,16
Ballina,22.6,2017-02-18,16
Byron,24.811,2017-02-18,16
Coffs,22.44,2017-02-18,17
Yamba,22.97,2017-02-18,17
Mollymook,22.3,2017-02-18,17
Batemans,22.3,2017-02-18,17
Evans,24.0265,2017-02-18,18
Hawks,22.6,2017-02-18,18
Port,17.4,2017-02-18,18
Kingscliff,24.7,2017-02-18,18
Crescent,17.9,2017-02-18,19
Redhead,20.1,2017-02-18,19
Coffs,22.46,2017-02-18,20
Bondi,21.2,2017-02-18,20
Kiama,21,2017-02-18,20
Sussex,22.6,2017-02-18,20
Merimbula,21.5,2017-02-18,20
Ballina,21,2017-02-18,20
Byron,24.1834,2017-02-18,20
Batemans,22.1,2017-02-18,21
Evans,23.7127,2017-02-18,22
Hawks,22.1,2017-02-18,22
Port,17.4,2017-02-18,22
Kingscliff,24.5,2017-02-18,22
Coffs,22.56,2017-02-18,23
Yamba,22.6,2017-02-18,23
Crescent,17.9,2017-02-18,23
Redhead,20.4,2017-02-18,23
Kiama,20.7,2017-02-19,0
Sussex,22.6,2017-02-19,0
Merimbula,21.4,2017-02-19,0
Ballina,19.8,2017-02-19,0
Byron,23.8696,2017-02-19,0
Mollymook,22.1,2017-02-19,1
Batemans,22.1,2017-02-19,1
Coffs,22.63,2017-02-19,2
Evans,23.8696,2017-02-19,2
Hawks,22,2017-02-19,2
Kingscliff,23.7,2017-02-19,2
Crescent,17.9,2017-02-19,3
Redhead,20.1,2017-02-19,3
Bondi,20.9,2017-02-19,4
Kiama,20.4,2017-02-19,4
Sussex,22.5,2017-02-19,4
Merimbula,21.2,2017-02-19,4
Ballina,20.9,2017-02-19,4
Byron,23.7127,2017-02-19,4
Coffs,22.84,2017-02-19,5
Yamba,23.56,2017-02-19,5
Evans,21.5161,2017-02-19,6
Hawks,19.5,2017-02-19,6
Kingscliff,23.6,2017-02-19,6
Crescent,16.7,2017-02-19,7
Redhead,20.3,2017-02-19,7
Coffs,22.31,2017-02-19,8
Bondi,20.9,2017-02-19,8
Kiama,19.9,2017-02-19,8
Sussex,22.3,2017-02-19,8
Merimbula,21.2,2017-02-19,8
Ballina,19.9,2017-02-19,8
Byron,23.5558,2017-02-19,8
Mollymook,22,2017-02-19,9
Batemans,22,2017-02-19,9
Hawks,18.8,2017-02-19,10
Kingscliff,23.9,2017-02-19,10
Crescent,17.4,2017-02-19,11
Redhead,20.1,2017-02-19,11
Merimbula,21.4,2017-02-19,12
Ballina,19.3,2017-02-19,12
Byron,23.5558,2017-02-19,12
Mollymook,22.1,2017-02-19,13
Batemans,22.3,2017-02-19,13
Evans,21.2,2017-02-19,14
Evans,21.2023,2017-02-19,14
Hawks,19,2017-02-19,14
Port,17.6,2017-02-19,14
Kingscliff,24.2,2017-02-19,14
Crescent,17.6,2017-02-19,15
Redhead,20.3,2017-02-19,15
Bondi,21.5,2017-02-19,16
Kiama,21,2017-02-19,16
Sussex,22.6,2017-02-19,16
Merimbula,21.4,2017-02-19,16
Ballina,21.2,2017-02-19,16
Byron,24.3403,2017-02-19,16
Batemans,22.3,2017-02-19,17
Evans,20.8885,2017-02-19,18
Evans,20.9,2017-02-19,18
Hawks,19.2,2017-02-19,18
Kingscliff,24,2017-02-19,18
Crescent,17.4,2017-02-19,19
Redhead,20.3,2017-02-19,19
Forster,20.1,2017-02-19,19
Bondi,21.7,2017-02-19,20
Kiama,21.2,2017-02-19,20
Sussex,22.6,2017-02-19,20
Merimbula,21.5,2017-02-19,20
Ballina,20.9,2017-02-19,20
Byron,23.7,2017-02-19,20
Byron,23.7127,2017-02-19,20
Batemans,22.3,2017-02-19,21
Evans,21.3592,2017-02-19,22
Evans,21.4,2017-02-19,22
Hawks,19.8,2017-02-19,22
Kingscliff,24,2017-02-19,22
Crescent,18.2,2017-02-19,23
Redhead,20.3,2017-02-19,23
Forster,19.8,2017-02-19,23
Bondi,21.5,2017-02-20,0
Kiama,20.9,2017-02-20,0
Merimbula,21.4,2017-02-20,0
Sussex,22.5,2017-02-20,0
Ballina,19.5,2017-02-20,0
Byron,23.7,2017-02-20,0
Byron,23.7127,2017-02-20,0
Batemans,22.3,2017-02-20,1
Evans,21.3592,2017-02-20,2
Evans,21.4,2017-02-20,2
Hawks,19.8,2017-02-20,2
Kingscliff,22.9,2017-02-20,2
Crescent,17.6,2017-02-20,3
Redhead,20.3,2017-02-20,3
Forster,20.1,2017-02-20,3
Bondi,21.4,2017-02-20,4
Kiama,20.4,2017-02-20,4
Merimbula,21,2017-02-20,4
Sussex,22.3,2017-02-20,4
Ballina,22,2017-02-20,4
Byron,23.5558,2017-02-20,4
Byron,23.6,2017-02-20,4
Mollymook,22,2017-02-20,5
Batemans,22.1,2017-02-20,5
Evans,20.8885,2017-02-20,6
Evans,20.9,2017-02-20,6
Hawks,19.6,2017-02-20,6
Port,18.4,2017-02-20,6
Kingscliff,24.2,2017-02-20,6
Crescent,17.4,2017-02-20,7
Redhead,20.1,2017-02-20,7
Forster,19.3,2017-02-20,7
Bondi,21.2,2017-02-20,8
Kiama,20.4,2017-02-20,8
Sussex,22.1,2017-02-20,8
Merimbula,20.9,2017-02-20,8
Ballina,20.6,2017-02-20,8
Byron,21.8,2017-02-20,8
Byron,21.8299,2017-02-20,8
Mollymook,21.8,2017-02-20,9
Batemans,22,2017-02-20,9
Evans,21.3592,2017-02-20,10
Evans,21.4,2017-02-20,10
Hawks,19.6,2017-02-20,10
Yamba,20.3,2017-02-20,10
Kingscliff,24.3,2017-02-20,10
Crescent,18.5,2017-02-20,11
Redhead,20.3,2017-02-20,11
Forster,19.3,2017-02-20,11
Bondi,21.2,2017-02-20,12
Kiama,19.8,2017-02-20,12
Sussex,22.3,2017-02-20,12
Merimbula,21,2017-02-20,12
Ballina,20.1,2017-02-20,12
Byron,21.2,2017-02-20,12
Mollymook,22,2017-02-20,13
Batemans,22.1,2017-02-20,13
Evans,21.4,2017-02-20,14
Hawks,20.1,2017-02-20,14
Yamba,21.2,2017-02-20,14
Kingscliff,23.1,2017-02-20,14
Crescent,18.4,2017-02-20,15
Redhead,20.9,2017-02-20,15
Forster,20.1,2017-02-20,15
Bondi,21.5,2017-02-20,16
Kiama,20.6,2017-02-20,16
Sussex,22.5,2017-02-20,16
Merimbula,21.2,2017-02-20,16
Ballina,19.2,2017-02-20,16
Byron,22.3,2017-02-20,16
Mollymook,22.3,2017-02-20,17
Batemans,22.3,2017-02-20,17
Evans,21.7,2017-02-20,18
Hawks,20.3,2017-02-20,18
Yamba,24,2017-02-20,18
Kingscliff,23.2,2017-02-20,18
Crescent,20.4,2017-02-20,19
Redhead,21,2017-02-20,19
Forster,20.3,2017-02-20,19
Bondi,21.5,2017-02-20,20
Kiama,20.4,2017-02-20,20
Sussex,22.3,2017-02-20,20
Merimbula,21.2,2017-02-20,20
Ballina,22.5,2017-02-20,20
Byron,24.5,2017-02-20,20
Mollymook,22,2017-02-20,21
Batemans,22.3,2017-02-20,21
Evans,22.6,2017-02-20,22
Hawks,20.3,2017-02-20,22
Yamba,23.9,2017-02-20,22
Kingscliff,23.4,2017-02-20,22
Crescent,20.3,2017-02-20,23
Redhead,20.7,2017-02-20,23
Forster,20.3,2017-02-20,23
Bondi,21.4,2017-02-21,0
Kiama,20.3,2017-02-21,0
Sussex,22.1,2017-02-21,0
Merimbula,21.2,2017-02-21,0
Ballina,22.6,2017-02-21,0
Byron,25,2017-02-21,0
Mollymook,22,2017-02-21,1
Batemans,22.1,2017-02-21,1
Evans,22.6,2017-02-21,2
Hawks,20.3,2017-02-21,2
Yamba,23.7,2017-02-21,2
Kingscliff,25.6,2017-02-21,2
Crescent,19.6,2017-02-21,3
Redhead,20.1,2017-02-21,3
Bondi,21.2,2017-02-21,4
Kiama,20.3,2017-02-21,4
Sussex,22.1,2017-02-21,4
Byron,24.8,2017-02-21,4
Mollymook,22,2017-02-21,5
Batemans,22,2017-02-21,5
Evans,22.6,2017-02-21,6
Hawks,20.1,2017-02-21,6
Yamba,23.4,2017-02-21,6
Kingscliff,25,2017-02-21,7
Crescent,19.3,2017-02-21,7
Redhead,20.3,2017-02-21,7
Bondi,21,2017-02-21,8
Kiama,19.9,2017-02-21,8
Sussex,22,2017-02-21,8
Merimbula,20.9,2017-02-21,8
Ballina,23.1,2017-02-21,8
Byron,22.1,2017-02-21,8
Mollymook,22,2017-02-21,9
Batemans,21.8,2017-02-21,9
Coffs,21.2,2017-02-21,9
Hawks,20.3,2017-02-21,10
Yamba,22.9,2017-02-21,10
Kingscliff,24.7,2017-02-21,10
Crescent,19.6,2017-02-21,11
Redhead,20.6,2017-02-21,11
Forster,20.1,2017-02-21,11
Bondi,21,2017-02-21,12
Kiama,20.3,2017-02-21,12
Sussex,22.1,2017-02-21,12
Merimbula,21,2017-02-21,12
Ballina,22.8,2017-02-21,12
Byron,21.4,2017-02-21,12
Mollymook,22.3,2017-02-21,13
Batemans,22.3,2017-02-21,13
Coffs,22.3,2017-02-21,13
Evans,22.6,2017-02-21,14
Hawks,20.9,2017-02-21,14
Yamba,23.2,2017-02-21,14
Kingscliff,24,2017-02-21,15
Crescent,20.6,2017-02-21,15
Redhead,21,2017-02-21,15
Forster,21,2017-02-21,15
Kiama,21,2017-02-21,16
Sussex,22.5,2017-02-21,16
Merimbula,21.2,2017-02-21,16
Ballina,23.6,2017-02-21,16
Byron,21.4,2017-02-21,16
Batemans,22.5,2017-02-21,17
Coffs,22.9,2017-02-21,17
South,24.5,2017-02-21,17
Evans,22.8,2017-02-21,18
Hawks,21.2,2017-02-21,18
Kingscliff,23.7,2017-02-21,18
Crescent,21,2017-02-21,19
Redhead,21.5,2017-02-21,19
Bondi,21.7,2017-02-21,20
Kiama,20.9,2017-02-21,20
Sussex,22.5,2017-02-21,20
Merimbula,21.2,2017-02-21,20
Ballina,25,2017-02-21,20
Byron,22.9,2017-02-21,20
Batemans,22.5,2017-02-21,21
Coffs,22.1,2017-02-21,21
South,24.5,2017-02-21,21
Evans,22.6,2017-02-21,22
Hawks,21.2,2017-02-21,22
Yamba,23.7,2017-02-21,22
Kingscliff,25.4,2017-02-21,22
Crescent,20.7,2017-02-21,23
Redhead,20.6,2017-02-21,23
Forster,21.5,2017-02-21,23
Bondi,21.7,2017-02-22,0
Merimbula,21.2,2017-02-22,0
Sussex,22.5,2017-02-22,0
Ballina,25.4,2017-02-22,0
Byron,24.3,2017-02-22,0
Mollymook,22.3,2017-02-22,1
Batemans,22.3,2017-02-22,1
Coffs,22.5,2017-02-22,1
South,24.5,2017-02-22,1
