Location,Temp,Date,Bins
Forster,21.2,2016-12-07,15
Byron,24.79,2016-12-07,16
Kiama,21.4,2016-12-07,16
Sussex,20.9,2016-12-07,16
Ballina,18.8,2016-12-07,16
Byron,24.78,2016-12-07,17
Coffs,19.81,2016-12-07,17
Evans,19.22,2016-12-07,17
South,19.4,2016-12-07,17
Yamba,19.48,2016-12-07,17
Mollymook,21,2016-12-07,17
Batemans,21.4,2016-12-07,17
Byron,24.74,2016-12-07,18
Hawks,21.5,2016-12-07,18
Port,21,2016-12-07,18
Crescent,20.3,2016-12-07,18
Kingscliff,20.4,2016-12-07,18
Byron,24.91,2016-12-07,19
Redhead,22.3,2016-12-07,19
Old,22,2016-12-07,19
Forster,21.2,2016-12-07,19
Byron,25.14,2016-12-07,20
Coffs,20.08,2016-12-07,20
Bondi,21.7,2016-12-07,20
Kiama,21,2016-12-07,20
Merimbula,20.4,2016-12-07,20
Byron,25.05,2016-12-07,21
Mollymook,20.7,2016-12-07,21
Batemans,21.4,2016-12-07,21
Byron,25.36,2016-12-07,22
Hawks,21.5,2016-12-07,22
Port,21.2,2016-12-07,22
Crescent,20.4,2016-12-07,22
Kingscliff,19.9,2016-12-07,22
Byron,25.69,2016-12-07,23
Coffs,19.54,2016-12-07,23
Evans,19.76,2016-12-07,23
South,19.26,2016-12-07,23
Yamba,19.59,2016-12-07,23
Redhead,22.1,2016-12-07,23
Old,21.8,2016-12-07,23
Forster,21.2,2016-12-07,23
Byron,26.04,2016-12-08,0
Bondi,21.5,2016-12-08,0
Kiama,20.7,2016-12-08,0
Sussex,20.3,2016-12-08,0
Merimbula,19.6,2016-12-08,0
Ballina,18.7,2016-12-08,0
Byron,25.64,2016-12-08,1
Mollymook,21,2016-12-08,1
Batemans,21.2,2016-12-08,1
Byron,24.47,2016-12-08,2
Coffs,19.85,2016-12-08,2
Hawks,21.5,2016-12-08,2
Port,21.2,2016-12-08,2
Crescent,20.3,2016-12-08,2
Kingscliff,19.6,2016-12-08,2
Byron,24.89,2016-12-08,3
Redhead,21.8,2016-12-08,3
Old,21.7,2016-12-08,3
Forster,21,2016-12-08,3
Byron,25.02,2016-12-08,4
Bondi,21.4,2016-12-08,4
Kiama,20.4,2016-12-08,4
Sussex,20.3,2016-12-08,4
Merimbula,19.5,2016-12-08,4
Ballina,21.2,2016-12-08,4
Byron,24.69,2016-12-08,5
Coffs,19.77,2016-12-08,5
Evans,20.3,2016-12-08,5
South,19.26,2016-12-08,5
Yamba,19.97,2016-12-08,5
Mollymook,20.7,2016-12-08,5
Batemans,20.9,2016-12-08,5
Byron,24.58,2016-12-08,6
Hawks,21.5,2016-12-08,6
Port,21,2016-12-08,6
Crescent,20.3,2016-12-08,6
Kingscliff,19.9,2016-12-08,6
Byron,24.57,2016-12-08,7
Redhead,21.7,2016-12-08,7
Old,21.8,2016-12-08,7
Forster,21.2,2016-12-08,7
Byron,24.51,2016-12-08,8
Coffs,19.91,2016-12-08,8
Merimbula,19.5,2016-12-08,8
Ballina,20.4,2016-12-08,8
Byron,24.29,2016-12-08,9
Mollymook,20.7,2016-12-08,9
Batemans,21,2016-12-08,9
Byron,24.22,2016-12-08,10
Hawks,21.7,2016-12-08,10
Port,21,2016-12-08,10
Crescent,20.4,2016-12-08,10
Kingscliff,20.1,2016-12-08,10
Byron,24.12,2016-12-08,11
Coffs,19.82,2016-12-08,11
Evans,20.19,2016-12-08,11
South,19.92,2016-12-08,11
Yamba,20.12,2016-12-08,11
Redhead,21.5,2016-12-08,11
Old,22,2016-12-08,11
Forster,21.4,2016-12-08,11
Byron,23.98,2016-12-08,12
Bondi,21.4,2016-12-08,12
Kiama,20.1,2016-12-08,12
Sussex,20.3,2016-12-08,12
Merimbula,19.6,2016-12-08,12
Byron,23.88,2016-12-08,13
Mollymook,20.6,2016-12-08,13
Batemans,21.2,2016-12-08,13
Byron,23.83,2016-12-08,14
Coffs,19.91,2016-12-08,14
Hawks,21.8,2016-12-08,14
Port,20.9,2016-12-08,14
Crescent,20.7,2016-12-08,14
Kingscliff,20.7,2016-12-08,14
Byron,23.75,2016-12-08,15
Redhead,22.1,2016-12-08,15
Old,21.7,2016-12-08,15
Forster,21.5,2016-12-08,15
Byron,23.68,2016-12-08,16
Kiama,19.6,2016-12-08,16
Sussex,19.8,2016-12-08,16
Merimbula,18.8,2016-12-08,16
Byron,23.73,2016-12-08,17
Coffs,19.89,2016-12-08,17
Evans,20.16,2016-12-08,17
South,20.06,2016-12-08,17
Yamba,20.21,2016-12-08,17
Mollymook,21,2016-12-08,17
Batemans,21.4,2016-12-08,17
Byron,23.64,2016-12-08,18
Hawks,22,2016-12-08,18
Port,20.6,2016-12-08,18
Crescent,20.6,2016-12-08,18
Kingscliff,20.9,2016-12-08,18
Byron,23.82,2016-12-08,19
Redhead,21,2016-12-08,19
Old,21.2,2016-12-08,19
Forster,21.7,2016-12-08,19
Byron,23.83,2016-12-08,20
Coffs,19.94,2016-12-08,20
Bondi,20.9,2016-12-08,20
Kiama,19.5,2016-12-08,20
Sussex,19,2016-12-08,20
Byron,24.11,2016-12-08,21
Mollymook,20.7,2016-12-08,21
Batemans,21.5,2016-12-08,21
Byron,24.44,2016-12-08,22
Hawks,22,2016-12-08,22
Port,20.6,2016-12-08,22
Crescent,20.6,2016-12-08,22
Kingscliff,20.7,2016-12-08,22
Byron,24.03,2016-12-08,23
Coffs,19.76,2016-12-08,23
Evans,20.29,2016-12-08,23
South,20.35,2016-12-08,23
Yamba,20.12,2016-12-08,23
Redhead,20.4,2016-12-08,23
Old,21.2,2016-12-08,23
Forster,21.5,2016-12-08,23
Byron,24.47,2016-12-09,0
Bondi,20.9,2016-12-09,0
Kiama,18.7,2016-12-09,0
Sussex,19,2016-12-09,0
Merimbula,19.2,2016-12-09,0
Byron,24.74,2016-12-09,1
Mollymook,19.3,2016-12-09,1
Batemans,20.7,2016-12-09,1
Byron,25.23,2016-12-09,2
Coffs,20.04,2016-12-09,2
Hawks,21.8,2016-12-09,2
Port,19.6,2016-12-09,2
Crescent,19.9,2016-12-09,2
Kingscliff,20.4,2016-12-09,2
Byron,25.57,2016-12-09,3
Redhead,20.4,2016-12-09,3
Old,20.4,2016-12-09,3
Forster,21.4,2016-12-09,3
Byron,25.69,2016-12-09,4
Bondi,20.6,2016-12-09,4
Kiama,18.1,2016-12-09,4
Byron,25.49,2016-12-09,5
Coffs,20.03,2016-12-09,5
Evans,20.49,2016-12-09,5
South,20.71,2016-12-09,5
Yamba,20.49,2016-12-09,5
Mollymook,17.8,2016-12-09,5
Batemans,20.3,2016-12-09,5
Byron,24.94,2016-12-09,6
Hawks,20.9,2016-12-09,6
Port,19.2,2016-12-09,6
Crescent,19.8,2016-12-09,6
Kingscliff,19.9,2016-12-09,6
Byron,24.5,2016-12-09,7
Redhead,20.9,2016-12-09,7
Old,20.1,2016-12-09,7
Forster,20.4,2016-12-09,7
Byron,24.35,2016-12-09,8
Coffs,19.93,2016-12-09,8
Bondi,20.3,2016-12-09,8
Kiama,17.6,2016-12-09,8
Merimbula,19,2016-12-09,8
Byron,24.39,2016-12-09,9
Mollymook,17.8,2016-12-09,9
Batemans,20.4,2016-12-09,9
Byron,24.08,2016-12-09,10
Hawks,19.9,2016-12-09,10
Port,18.7,2016-12-09,10
Crescent,19.8,2016-12-09,10
Kingscliff,19.9,2016-12-09,10
Byron,23.99,2016-12-09,11
Coffs,19.49,2016-12-09,11
Evans,20.51,2016-12-09,11
South,20.64,2016-12-09,11
Yamba,20.45,2016-12-09,11
Redhead,21,2016-12-09,11
Old,19.8,2016-12-09,11
Forster,18.4,2016-12-09,11
Byron,23.92,2016-12-09,12
Bondi,20.3,2016-12-09,12
Kiama,17.3,2016-12-09,12
Sussex,19.2,2016-12-09,12
Merimbula,19,2016-12-09,12
Ballina,18.7,2016-12-09,12
Byron,23.79,2016-12-09,13
Mollymook,19.9,2016-12-09,13
Batemans,20.4,2016-12-09,13
Byron,23.82,2016-12-09,14
Coffs,19.58,2016-12-09,14
Hawks,20.1,2016-12-09,14
Port,19.3,2016-12-09,14
Crescent,19.8,2016-12-09,14
Kingscliff,19.6,2016-12-09,14
Byron,23.67,2016-12-09,15
Redhead,21.4,2016-12-09,15
Old,20.1,2016-12-09,15
Byron,23.63,2016-12-09,16
Kiama,20.3,2016-12-09,16
Merimbula,19.2,2016-12-09,16
Ballina,19.2,2016-12-09,16
Byron,23.74,2016-12-09,17
Coffs,19.25,2016-12-09,17
Evans,20.58,2016-12-09,17
South,20.29,2016-12-09,17
Yamba,19.27,2016-12-09,17
Mollymook,20.4,2016-12-09,17
Batemans,20.6,2016-12-09,17
Byron,23.96,2016-12-09,18
Hawks,20.7,2016-12-09,18
Port,19.5,2016-12-09,18
Kingscliff,20.1,2016-12-09,18
Byron,24.01,2016-12-09,19
Redhead,21.7,2016-12-09,19
Old,20.3,2016-12-09,19
Forster,18.1,2016-12-09,19
Byron,24.41,2016-12-09,20
Coffs,19.12,2016-12-09,20
Bondi,20.7,2016-12-09,20
Kiama,20.3,2016-12-09,20
Sussex,19.9,2016-12-09,20
Merimbula,19,2016-12-09,20
Ballina,19.5,2016-12-09,20
Byron,24.67,2016-12-09,21
Mollymook,20.3,2016-12-09,21
Batemans,20.4,2016-12-09,21
Byron,25.08,2016-12-09,22
Hawks,20.6,2016-12-09,22
Port,19.6,2016-12-09,22
Crescent,20.1,2016-12-09,22
Kingscliff,19.8,2016-12-09,22
Byron,25.18,2016-12-09,23
Coffs,19.07,2016-12-09,23
Evans,20.13,2016-12-09,23
South,19.91,2016-12-09,23
Yamba,19.63,2016-12-09,23
Redhead,21.2,2016-12-09,23
Old,20.3,2016-12-09,23
Forster,19.8,2016-12-09,23
Byron,25.13,2016-12-10,0
Bondi,20.9,2016-12-10,0
Kiama,19.8,2016-12-10,0
Sussex,19.9,2016-12-10,0
Merimbula,18.7,2016-12-10,0
Ballina,19.5,2016-12-10,0
Byron,25.39,2016-12-10,1
Mollymook,20.1,2016-12-10,1
Batemans,20.3,2016-12-10,1
Byron,25.68,2016-12-10,2
Coffs,19.13,2016-12-10,2
Hawks,20.3,2016-12-10,2
Port,19.9,2016-12-10,2
Crescent,19.6,2016-12-10,2
Kingscliff,19.8,2016-12-10,2
Byron,25.82,2016-12-10,3
Redhead,20.9,2016-12-10,3
Old,20.3,2016-12-10,3
Forster,20.1,2016-12-10,3
Byron,25.73,2016-12-10,4
Kiama,19.5,2016-12-10,4
Merimbula,18.7,2016-12-10,4
Ballina,19.9,2016-12-10,4
Byron,25.6,2016-12-10,5
Coffs,20.24,2016-12-10,5
Evans,20.62,2016-12-10,5
South,20.47,2016-12-10,5
Yamba,20.35,2016-12-10,5
Mollymook,20.1,2016-12-10,5
Batemans,20.3,2016-12-10,5
Byron,25.12,2016-12-10,6
Hawks,20.3,2016-12-10,6
Port,20.1,2016-12-10,6
Crescent,19.2,2016-12-10,6
Kingscliff,20.6,2016-12-10,6
Byron,24.74,2016-12-10,7
Redhead,21,2016-12-10,7
Old,20.4,2016-12-10,7
Forster,20.3,2016-12-10,7
Byron,24.21,2016-12-10,8
Coffs,20.29,2016-12-10,8
Bondi,20.6,2016-12-10,8
Sussex,19.8,2016-12-10,8
Merimbula,18.5,2016-12-10,8
Ballina,19.9,2016-12-10,8
Byron,23.83,2016-12-10,9
Mollymook,19.8,2016-12-10,9
Batemans,20.3,2016-12-10,9
Byron,23.63,2016-12-10,10
Hawks,20.7,2016-12-10,10
Port,20.3,2016-12-10,10
Kingscliff,21,2016-12-10,10
Byron,23.45,2016-12-10,11
Coffs,20.21,2016-12-10,11
Evans,20.94,2016-12-10,11
South,20.55,2016-12-10,11
Yamba,20.76,2016-12-10,11
Redhead,21.5,2016-12-10,11
Old,20.6,2016-12-10,11
Forster,20.4,2016-12-10,11
Byron,23.27,2016-12-10,12
Bondi,20.9,2016-12-10,12
Sussex,20.4,2016-12-10,12
Merimbula,19,2016-12-10,12
Ballina,20.3,2016-12-10,12
Byron,22.99,2016-12-10,13
Mollymook,20.1,2016-12-10,13
Byron,22.81,2016-12-10,14
Coffs,20.05,2016-12-10,14
Hawks,21,2016-12-10,14
Port,21,2016-12-10,14
Crescent,19.6,2016-12-10,14
Kingscliff,21.2,2016-12-10,14
Byron,22.51,2016-12-10,15
Redhead,21.8,2016-12-10,15
Old,20.9,2016-12-10,15
Forster,21,2016-12-10,15
Byron,22.39,2016-12-10,16
Bondi,21.5,2016-12-10,16
Kiama,19.6,2016-12-10,16
Sussex,20.4,2016-12-10,16
Merimbula,19.2,2016-12-10,16
Ballina,21,2016-12-10,16
Byron,22.79,2016-12-10,17
Coffs,19.83,2016-12-10,17
Evans,20.48,2016-12-10,17
South,20.03,2016-12-10,17
Yamba,19.54,2016-12-10,17
Mollymook,20.6,2016-12-10,17
Batemans,20.7,2016-12-10,17
Byron,23.42,2016-12-10,18
Hawks,21,2016-12-10,18
Port,21.4,2016-12-10,18
Kingscliff,21.7,2016-12-10,18
Byron,24.02,2016-12-10,19
Redhead,21.4,2016-12-10,19
Old,20.9,2016-12-10,19
Forster,20.9,2016-12-10,19
Byron,24.49,2016-12-10,20
Coffs,19.77,2016-12-10,20
Bondi,21.2,2016-12-10,20
Kiama,19.5,2016-12-10,20
Sussex,20.3,2016-12-10,20
Byron,24.77,2016-12-10,21
Mollymook,20.6,2016-12-10,21
Batemans,20.4,2016-12-10,21
Byron,25.41,2016-12-10,22
Hawks,21,2016-12-10,22
Port,20.7,2016-12-10,22
Kingscliff,21.7,2016-12-10,22
Byron,25.83,2016-12-10,23
Coffs,19.19,2016-12-10,23
Evans,21.32,2016-12-10,23
South,19.91,2016-12-10,23
Yamba,20.24,2016-12-10,23
Redhead,20.9,2016-12-10,23
Old,20.9,2016-12-10,23
Forster,20.7,2016-12-10,23
Byron,26.02,2016-12-11,0
Bondi,20.1,2016-12-11,0
Kiama,19.6,2016-12-11,0
Sussex,20.3,2016-12-11,0
Merimbula,19.5,2016-12-11,0
Ballina,20.7,2016-12-11,0
Byron,25.99,2016-12-11,1
Mollymook,20.7,2016-12-11,1
Batemans,20.6,2016-12-11,1
Byron,25.91,2016-12-11,2
Coffs,20.18,2016-12-11,2
Hawks,21,2016-12-11,2
Port,19.8,2016-12-11,2
Kingscliff,21.5,2016-12-11,2
Byron,26.01,2016-12-11,3
Redhead,20.7,2016-12-11,3
Old,20.7,2016-12-11,3
Forster,20.7,2016-12-11,3
Byron,25.97,2016-12-11,4
Sussex,20.1,2016-12-11,4
Merimbula,19.2,2016-12-11,4
Ballina,20.6,2016-12-11,4
Byron,25.69,2016-12-11,5
Coffs,20.61,2016-12-11,5
Evans,21.56,2016-12-11,5
South,21.01,2016-12-11,5
Yamba,20.94,2016-12-11,5
Mollymook,20.6,2016-12-11,5
Batemans,20.6,2016-12-11,5
Byron,25.05,2016-12-11,6
Hawks,20.9,2016-12-11,6
Port,19.8,2016-12-11,6
Kingscliff,21.4,2016-12-11,6
Byron,24.47,2016-12-11,7
Redhead,20.7,2016-12-11,7
Old,20.6,2016-12-11,7
Forster,20.7,2016-12-11,7
Byron,24.25,2016-12-11,8
Coffs,20.58,2016-12-11,8
Kiama,19.2,2016-12-11,8
Sussex,19.9,2016-12-11,8
Merimbula,19,2016-12-11,8
Ballina,20.6,2016-12-11,8
Byron,24.14,2016-12-11,9
Batemans,20.6,2016-12-11,9
Byron,23.98,2016-12-11,10
Hawks,21,2016-12-11,10
Port,19.5,2016-12-11,10
Crescent,19.6,2016-12-11,10
Kingscliff,21.7,2016-12-11,10
Byron,23.82,2016-12-11,11
Coffs,20.22,2016-12-11,11
Evans,21.19,2016-12-11,11
South,20.86,2016-12-11,11
Yamba,21.19,2016-12-11,11
Redhead,20.9,2016-12-11,11
Old,20.9,2016-12-11,11
Forster,21,2016-12-11,11
Byron,23.62,2016-12-11,12
Kiama,19.3,2016-12-11,12
Merimbula,19.2,2016-12-11,12
Ballina,20.7,2016-12-11,12
Byron,23.58,2016-12-11,13
Mollymook,20.6,2016-12-11,13
Batemans,20.7,2016-12-11,13
Byron,23.57,2016-12-11,14
Coffs,20.23,2016-12-11,14
Hawks,21.2,2016-12-11,14
Port,19.6,2016-12-11,14
Crescent,19.9,2016-12-11,14
Kingscliff,21.8,2016-12-11,14
Byron,23.44,2016-12-11,15
Redhead,21.4,2016-12-11,15
Old,21,2016-12-11,15
Forster,21.7,2016-12-11,15
Byron,23.1,2016-12-11,16
Kiama,20.7,2016-12-11,16
Sussex,20.6,2016-12-11,16
Merimbula,19.3,2016-12-11,16
Ballina,20.9,2016-12-11,16
Byron,23.42,2016-12-11,17
Coffs,19.36,2016-12-11,17
Evans,21.12,2016-12-11,17
South,20.9,2016-12-11,17
Yamba,20.21,2016-12-11,17
Mollymook,20.9,2016-12-11,17
Batemans,21,2016-12-11,17
Byron,24.12,2016-12-11,18
Hawks,21,2016-12-11,18
Port,20.7,2016-12-11,18
Crescent,19.6,2016-12-11,18
Kingscliff,22.5,2016-12-11,18
Byron,24.87,2016-12-11,19
Redhead,21.2,2016-12-11,19
Old,20.9,2016-12-11,19
Forster,21.5,2016-12-11,19
Byron,25.26,2016-12-11,20
Coffs,19.78,2016-12-11,20
Bondi,19.6,2016-12-11,20
Kiama,20.6,2016-12-11,20
Sussex,20.6,2016-12-11,20
Ballina,21.7,2016-12-11,20
Byron,25.59,2016-12-11,21
Mollymook,21,2016-12-11,21
Batemans,20.9,2016-12-11,21
Byron,25.87,2016-12-11,22
Hawks,20.9,2016-12-11,22
Port,20.3,2016-12-11,22
Crescent,20.1,2016-12-11,22
Kingscliff,22.1,2016-12-11,22
Byron,26.1,2016-12-11,23
Coffs,19.66,2016-12-11,23
Evans,21.87,2016-12-11,23
South,20.79,2016-12-11,23
Yamba,20.64,2016-12-11,23
Redhead,20.4,2016-12-11,23
Old,20.9,2016-12-11,23
Forster,21,2016-12-11,23
Byron,26.3,2016-12-12,0
Bondi,19.6,2016-12-12,0
Kiama,20.7,2016-12-12,0
Sussex,20.6,2016-12-12,0
Merimbula,19.3,2016-12-12,0
Ballina,20.9,2016-12-12,0
Byron,26.53,2016-12-12,1
Mollymook,21,2016-12-12,1
Batemans,20.7,2016-12-12,1
Byron,26.74,2016-12-12,2
Coffs,19.59,2016-12-12,2
Hawks,20.6,2016-12-12,2
Port,19,2016-12-12,2
Crescent,20.1,2016-12-12,2
Kingscliff,21.4,2016-12-12,2
Byron,26.96,2016-12-12,3
Redhead,19.6,2016-12-12,3
Old,20.7,2016-12-12,3
Byron,27.06,2016-12-12,4
Kiama,20.6,2016-12-12,4
Sussex,20.6,2016-12-12,4
Merimbula,19.2,2016-12-12,4
Ballina,21.4,2016-12-12,4
Byron,26.94,2016-12-12,5
Coffs,19.43,2016-12-12,5
Evans,22.74,2016-12-12,5
South,21.51,2016-12-12,5
Yamba,19.97,2016-12-12,5
Mollymook,21,2016-12-12,5
Batemans,20.7,2016-12-12,5
Byron,26.43,2016-12-12,6
Hawks,20.1,2016-12-12,6
Port,19.8,2016-12-12,6
Crescent,20.1,2016-12-12,6
Kingscliff,21.2,2016-12-12,6
Byron,25.87,2016-12-12,7
Redhead,19,2016-12-12,7
Old,20.6,2016-12-12,7
Byron,25.37,2016-12-12,8
Coffs,19.36,2016-12-12,8
Bondi,19.2,2016-12-12,8
Sussex,20.6,2016-12-12,8
Ballina,20.6,2016-12-12,8
Byron,25.1,2016-12-12,9
Mollymook,21,2016-12-12,9
Batemans,20.7,2016-12-12,9
Byron,24.89,2016-12-12,10
Hawks,20.1,2016-12-12,10
Port,19,2016-12-12,10
Crescent,19.9,2016-12-12,10
Kingscliff,21.8,2016-12-12,10
Byron,24.49,2016-12-12,11
Coffs,19.08,2016-12-12,11
Evans,22.51,2016-12-12,11
South,21.5,2016-12-12,11
Yamba,21.29,2016-12-12,11
Redhead,19.2,2016-12-12,11
Old,19.9,2016-12-12,11
Byron,24.17,2016-12-12,12
Kiama,20.7,2016-12-12,12
Sussex,20.9,2016-12-12,12
Ballina,20.6,2016-12-12,12
Byron,23.89,2016-12-12,13
Batemans,20.9,2016-12-12,13
Byron,23.5,2016-12-12,14
Coffs,19.04,2016-12-12,14
Hawks,20.4,2016-12-12,14
Port,19,2016-12-12,14
Crescent,20.6,2016-12-12,14
Kingscliff,22,2016-12-12,14
Byron,23.07,2016-12-12,15
Redhead,21.2,2016-12-12,15
Old,19.9,2016-12-12,15
Byron,22.84,2016-12-12,16
Sussex,20.9,2016-12-12,16
Merimbula,19,2016-12-12,16
Ballina,21.4,2016-12-12,16
Byron,23.45,2016-12-12,17
Coffs,19.05,2016-12-12,17
Evans,22.05,2016-12-12,17
South,21.23,2016-12-12,17
Yamba,18.93,2016-12-12,17
Batemans,21.2,2016-12-12,17
Byron,24.21,2016-12-12,18
Hawks,20.4,2016-12-12,18
Port,19.3,2016-12-12,18
Crescent,20.6,2016-12-12,18
Kingscliff,22.3,2016-12-12,18
Byron,24.95,2016-12-12,19
Redhead,20.6,2016-12-12,19
Old,19.8,2016-12-12,19
Byron,25.43,2016-12-12,20
Coffs,19.02,2016-12-12,20
Kiama,20.9,2016-12-12,20
Sussex,20.6,2016-12-12,20
Ballina,22,2016-12-12,20
Byron,25.44,2016-12-12,21
Mollymook,21.4,2016-12-12,21
Batemans,21.2,2016-12-12,21
Byron,26.04,2016-12-12,22
Hawks,20.1,2016-12-12,22
Port,18.7,2016-12-12,22
Crescent,20.6,2016-12-12,22
Kingscliff,22.3,2016-12-12,22
Byron,26.39,2016-12-12,23
Coffs,20.16,2016-12-12,23
Evans,22.48,2016-12-12,23
South,20.93,2016-12-12,23
Yamba,19.75,2016-12-12,23
Redhead,18.2,2016-12-12,23
Byron,26.62,2016-12-13,0
Bondi,18.7,2016-12-13,0
Kiama,20.3,2016-12-13,0
Ballina,21.4,2016-12-13,0
Byron,26.53,2016-12-13,1
Mollymook,21.4,2016-12-13,1
Batemans,21.2,2016-12-13,1
Byron,26.48,2016-12-13,2
Coffs,19.97,2016-12-13,2
Hawks,20.1,2016-12-13,2
Port,18.5,2016-12-13,2
Crescent,18.8,2016-12-13,2
Kingscliff,22.1,2016-12-13,2
Byron,26.72,2016-12-13,3
Redhead,17.9,2016-12-13,3
Old,19,2016-12-13,3
Byron,26.95,2016-12-13,4
Sussex,20.3,2016-12-13,4
Merimbula,19.2,2016-12-13,4
Ballina,20.7,2016-12-13,4
Byron,26.89,2016-12-13,5
Coffs,20.82,2016-12-13,5
Evans,21.84,2016-12-13,5
South,22.27,2016-12-13,5
Yamba,19.95,2016-12-13,5
Mollymook,20.9,2016-12-13,5
Batemans,20.9,2016-12-13,5
Byron,26.37,2016-12-13,6
Hawks,19.9,2016-12-13,6
Port,18.2,2016-12-13,6
Crescent,18.5,2016-12-13,6
Byron,25.73,2016-12-13,7
Redhead,19.3,2016-12-13,7
Old,19,2016-12-13,7
Byron,25.23,2016-12-13,8
Coffs,20.56,2016-12-13,8
Sussex,20.4,2016-12-13,8
Ballina,21,2016-12-13,8
Byron,24.84,2016-12-13,9
Mollymook,21,2016-12-13,9
Batemans,20.9,2016-12-13,9
Byron,24.57,2016-12-13,10
Hawks,20.1,2016-12-13,10
Port,18.2,2016-12-13,10
Crescent,18.5,2016-12-13,10
Kingscliff,22,2016-12-13,10
Byron,24.29,2016-12-13,11
Coffs,20.27,2016-12-13,11
Evans,22.52,2016-12-13,11
South,22.41,2016-12-13,11
Yamba,21.76,2016-12-13,11
Redhead,19.8,2016-12-13,11
Old,19.2,2016-12-13,11
Byron,24.01,2016-12-13,12
Kiama,20.4,2016-12-13,12
Sussex,20.6,2016-12-13,12
Merimbula,19.8,2016-12-13,12
Ballina,21.7,2016-12-13,12
Byron,23.84,2016-12-13,13
Mollymook,22,2016-12-13,13
Batemans,21.2,2016-12-13,13
Byron,23.38,2016-12-13,14
Coffs,19.27,2016-12-13,14
Hawks,21,2016-12-13,14
Crescent,18.4,2016-12-13,14
Kingscliff,22.1,2016-12-13,14
Byron,22.98,2016-12-13,15
Redhead,19.9,2016-12-13,15
Old,19.6,2016-12-13,15
Byron,22.56,2016-12-13,16
Sussex,21,2016-12-13,16
Merimbula,19,2016-12-13,16
Ballina,22.3,2016-12-13,16
Byron,23.06,2016-12-13,17
Coffs,18.97,2016-12-13,17
Evans,22.06,2016-12-13,17
South,22.35,2016-12-13,17
Yamba,19.85,2016-12-13,17
Mollymook,22,2016-12-13,17
Batemans,21.4,2016-12-13,17
Byron,24.05,2016-12-13,18
Hawks,20.7,2016-12-13,18
Port,18.2,2016-12-13,18
Crescent,17.9,2016-12-13,18
Kingscliff,23.6,2016-12-13,18
Byron,24.93,2016-12-13,19
Redhead,20.6,2016-12-13,19
Old,19.6,2016-12-13,19
Byron,25.64,2016-12-13,20
Coffs,18.91,2016-12-13,20
Bondi,18.1,2016-12-13,20
Sussex,21,2016-12-13,20
Merimbula,19.8,2016-12-13,20
Ballina,22.1,2016-12-13,20
Byron,26.25,2016-12-13,21
Mollymook,21.7,2016-12-13,21
Batemans,21.2,2016-12-13,21
Byron,26.83,2016-12-13,22
Hawks,20.6,2016-12-13,22
Port,17.9,2016-12-13,22
Crescent,18.1,2016-12-13,22
Byron,26.88,2016-12-13,23
Coffs,19,2016-12-13,23
Evans,22.27,2016-12-13,23
South,22.17,2016-12-13,23
Yamba,19.48,2016-12-13,23
Redhead,18.5,2016-12-13,23
Old,18.7,2016-12-13,23
Byron,26.95,2016-12-14,0
Bondi,17.9,2016-12-14,0
Kiama,20.4,2016-12-14,0
Sussex,21,2016-12-14,0
Merimbula,18.7,2016-12-14,0
Ballina,20.1,2016-12-14,0
Byron,27.13,2016-12-14,1
Mollymook,21.7,2016-12-14,1
Batemans,21,2016-12-14,1
Byron,27.04,2016-12-14,2
Coffs,19.22,2016-12-14,2
Hawks,20.4,2016-12-14,2
Port,17.9,2016-12-14,2
Crescent,18.5,2016-12-14,2
Byron,27.57,2016-12-14,3
Redhead,17,2016-12-14,3
Old,18.5,2016-12-14,3
Byron,27.35,2016-12-14,4
Kiama,20.3,2016-12-14,4
Sussex,20.3,2016-12-14,4
Merimbula,17.3,2016-12-14,4
Ballina,20.7,2016-12-14,4
Byron,27.72,2016-12-14,5
Coffs,19.3,2016-12-14,5
Evans,22.3,2016-12-14,5
South,22.77,2016-12-14,5
Yamba,21.35,2016-12-14,5
Mollymook,20.9,2016-12-14,5
Batemans,20.7,2016-12-14,5
Byron,27.02,2016-12-14,6
Hawks,20.3,2016-12-14,6
Port,17.8,2016-12-14,6
Crescent,18.1,2016-12-14,6
Kingscliff,22,2016-12-14,6
Byron,26.27,2016-12-14,7
Redhead,17.6,2016-12-14,7
Old,18.7,2016-12-14,7
Byron,25.89,2016-12-14,8
Coffs,19.09,2016-12-14,8
Sussex,20.3,2016-12-14,8
Merimbula,18.2,2016-12-14,8
Ballina,19.6,2016-12-14,8
Byron,25.53,2016-12-14,9
Mollymook,20.4,2016-12-14,9
Batemans,20.6,2016-12-14,9
Byron,25.15,2016-12-14,10
Hawks,19.9,2016-12-14,10
Port,18.1,2016-12-14,10
Crescent,17.6,2016-12-14,10
Kingscliff,22.3,2016-12-14,10
Byron,24.77,2016-12-14,11
Coffs,19.05,2016-12-14,11
Evans,22.71,2016-12-14,11
South,22,2016-12-14,11
Yamba,21.43,2016-12-14,11
Redhead,17.9,2016-12-14,11
Old,19.3,2016-12-14,11
Byron,24.45,2016-12-14,12
Bondi,18.4,2016-12-14,12
Kiama,19.9,2016-12-14,12
Sussex,20.3,2016-12-14,12
Ballina,20.4,2016-12-14,12
Byron,24.2,2016-12-14,13
Mollymook,20.1,2016-12-14,13
Batemans,20.9,2016-12-14,13
Byron,23.99,2016-12-14,14
Coffs,18.95,2016-12-14,14
Hawks,21,2016-12-14,14
